ID,adj.P.Val,P.Value,t,B,logFC,GB_ACC,GI,Gene.Symbol,SPOT_ID
11757962_s_at,4.13E-02,1.29E-02,-2.65,-3.666369,-2.86E-01,BX433677,NA,SRSF3,
11720114_a_at,4.13E-02,1.29E-02,-2.65,-3.666644,-2.54E-01,AF125044.1,NA,UBE2D4,
11744570_x_at,4.13E-02,1.29E-02,2.65,-3.666817,3.20E-01,BC080191.1,NA,MAN2C1,
11760597_x_at,4.13E-02,1.30E-02,-2.65,-3.667341,-2.72E-01,BC009793.1,NA,ERCC8,
11762429_x_at,4.13E-02,1.30E-02,-2.65,-3.667393,-3.78E-01,BC107586.1,NA,METTL2B,
11736214_x_at,4.13E-02,1.30E-02,-2.65,-3.667432,-2.22E-01,BC030509.1,NA,STAG3L1 /// STAG3L2 /// STAG3L3,
11756165_s_at,4.13E-02,1.30E-02,2.65,-3.667807,4.39E-01,AK308470.1,NA,GLDC,
11754608_x_at,4.13E-02,1.30E-02,-2.65,-3.667827,-2.70E-01,AK025459.1,NA,HSP90B1,
11723386_s_at,4.14E-02,1.30E-02,2.65,-3.668609,4.12E-01,NM_001099666.1,NA,PTAR1,
11758644_s_at,4.14E-02,1.30E-02,-2.65,-3.669025,-2.71E-01,F02513,NA,ZNF639,
11722223_a_at,4.14E-02,1.30E-02,2.65,-3.669094,2.53E-01,NM_000906.3,NA,NPR1,
11734143_at,4.14E-02,1.30E-02,-2.65,-3.670672,-2.77E-01,NM_024770.3,NA,METTL8,
11754734_a_at,4.14E-02,1.30E-02,-2.65,-3.670844,-8.29E-01,AK127836.1,NA,ATP6V1C2,
11739060_s_at,4.15E-02,1.30E-02,-2.65,-3.671049,-1.49E-01,AF077866.1,NA,SLC7A5,
11741246_at,4.15E-02,1.30E-02,-2.65,-3.671136,-1.96E-01,BC113710.1,NA,FOXB1,
11736378_at,4.15E-02,1.30E-02,-2.65,-3.671579,-2.75E-01,AK001408.1,NA,MSL2,
11736713_a_at,4.15E-02,1.30E-02,-2.65,-3.671631,-1.07E-01,NM_207163.1,NA,LMOD2,
11724885_at,4.15E-02,1.30E-02,-2.65,-3.671638,-7.92E-01,NM_004669.2,NA,CLIC3,
11737461_at,4.15E-02,1.30E-02,-2.65,-3.67165,-1.55E-01,BC137220.1,NA,LINGO4,
11716897_x_at,4.15E-02,1.30E-02,-2.65,-3.671846,-2.87E-01,NM_006112.2,NA,PPIE,
11728143_a_at,4.15E-02,1.30E-02,-2.65,-3.672002,-1.72E-01,BC100907.1,NA,TOR2A,
11716115_s_at,4.15E-02,1.30E-02,-2.65,-3.672386,-4.25E-01,BC018340.1,NA,ZFP36L1,
11734630_a_at,4.15E-02,1.30E-02,-2.65,-3.672803,-1.77E-01,NM_177986.2,NA,DSG4,
11744631_a_at,4.15E-02,1.30E-02,-2.65,-3.67294,-2.14E-01,BC039007.1,NA,FLT1,
11728879_at,4.15E-02,1.30E-02,-2.65,-3.673428,-3.33E-01,CB243698,NA,PPP3R1,
11728363_s_at,4.15E-02,1.30E-02,-2.65,-3.673458,-9.43E-01,NM_014432.2,NA,IL20RA,
11740135_s_at,4.16E-02,1.30E-02,-2.65,-3.674258,-2.58E-01,NM_018218.2,NA,USP40,
11725078_at,4.16E-02,1.30E-02,-2.65,-3.674329,-1.93E-01,BQ185577,NA,RIT1,
11721564_a_at,4.16E-02,1.31E-02,2.65,-3.674589,6.59E-01,NM_003706.2,NA,PLA2G4C,
11724805_a_at,4.16E-02,1.31E-02,2.65,-3.674872,2.78E-01,BC027899.1,NA,LAIR1,
11762074_a_at,4.16E-02,1.31E-02,-2.65,-3.674977,-1.26E-01,AK303562.1,NA,SCML4,
11736693_a_at,4.16E-02,1.31E-02,2.65,-3.674999,2.62E-01,BC026930.1,NA,TRIM38,
11744403_x_at,4.16E-02,1.31E-02,2.65,-3.675024,2.96E-01,AF119664.1,NA,SAP30BP,
11756787_a_at,4.16E-02,1.31E-02,-2.65,-3.67579,-2.39E-01,AY037161.1,NA,HAPLN3,
11732038_a_at,4.16E-02,1.31E-02,-2.65,-3.675811,-2.63E-01,NM_003708.3,NA,RDH16,
11756200_a_at,4.16E-02,1.31E-02,2.65,-3.675855,3.90E-01,CR603396.1,NA,CHI3L2,
11730192_x_at,4.16E-02,1.31E-02,-2.65,-3.675872,-3.10E-01,CB850890,NA,SEC14L2,
11716904_s_at,4.16E-02,1.31E-02,2.65,-3.67606,3.04E-01,NM_006464.2,NA,TGOLN2,
11723383_a_at,4.16E-02,1.31E-02,-2.65,-3.676234,-1.85E-01,U63336.1,NA,PRR3,
11736997_a_at,4.16E-02,1.31E-02,-2.65,-3.676301,-2.24E-01,NM_001040097.1,NA,MOSPD3,
11759350_at,4.16E-02,1.31E-02,2.65,-3.676431,1.18E-01,DB543706,NA,METTL20,
11745415_a_at,4.16E-02,1.31E-02,-2.65,-3.676646,-2.54E-01,DQ067453.1,NA,DIAPH1,
11729808_a_at,4.16E-02,1.31E-02,-2.65,-3.677041,-2.53E-01,AI936976,NA,CEP104,
11758456_s_at,4.16E-02,1.31E-02,2.65,-3.677058,2.82E-01,BG231890,NA,GFPT1,
11721472_a_at,4.16E-02,1.31E-02,-2.65,-3.677257,-3.81E-01,U36787.1,NA,HCCS,
11736876_a_at,4.17E-02,1.31E-02,2.65,-3.677486,2.27E-01,AK124328.1,NA,DTWD2,
11729632_a_at,4.17E-02,1.31E-02,-2.65,-3.6778,-3.99E-01,BC008801.2,NA,YBX3,
11725863_a_at,4.17E-02,1.31E-02,2.65,-3.678334,3.73E-01,NM_001101800.1,NA,FAM13B,
11715764_a_at,4.17E-02,1.31E-02,-2.65,-3.679441,-1.58E-01,BC143318.1,NA,PODXL,
11761296_a_at,4.17E-02,1.31E-02,-2.65,-3.679668,-1.52E-01,BC029908.1,NA,TSPAN16,
11724383_at,4.17E-02,1.31E-02,2.65,-3.679734,1.37,NM_032528.2,NA,ST6GAL2,
11740113_x_at,4.17E-02,1.31E-02,2.65,-3.679734,1.67E-01,BC005202.1,NA,NIPSNAP3B,
11755196_a_at,4.17E-02,1.31E-02,2.65,-3.679766,2.85E-01,AK092430.1,NA,CORO6,
11747789_a_at,4.17E-02,1.31E-02,-2.65,-3.679989,-2.90E-01,AY261374.1,NA,ZNF394,
11740516_a_at,4.17E-02,1.31E-02,-2.65,-3.68005,-1.58E-01,AK290120.1,NA,FAM76A,
200012_PM_x_at,4.18E-02,1.31E-02,-2.64,-3.680174,-1.86E-01,NM_000982.1,NA,RPL21,
11758649_s_at,4.18E-02,1.31E-02,2.64,-3.680439,2.27E-01,H99943,NA,FBXW11,
11732341_at,4.18E-02,1.31E-02,-2.64,-3.68056,-5.27E-01,NM_022893.3,NA,BCL11A,
11723193_s_at,4.18E-02,1.31E-02,2.64,-3.680705,8.43E-01,BC022347.1,NA,LTF,
11729276_a_at,4.18E-02,1.31E-02,-2.64,-3.680855,-3.17E-01,BC105808.1,NA,CRCP,
11737036_at,4.18E-02,1.31E-02,2.64,-3.681373,2.78E-01,BC071675.1,NA,TCEAL6,
11734124_a_at,4.18E-02,1.32E-02,-2.64,-3.681434,-2.02E-01,BC024300.1,NA,FSTL4,
11725362_x_at,4.18E-02,1.32E-02,2.64,-3.681788,4.37E-01,BE894825,NA,SMAD4,
11757648_a_at,4.18E-02,1.32E-02,-2.64,-3.682224,-2.14E-01,CA423142,NA,MLLT4,
11755121_x_at,4.18E-02,1.32E-02,-2.64,-3.682491,-2.21E-01,BI837219,NA,OSCP1,
11722754_a_at,4.18E-02,1.32E-02,-2.64,-3.682708,-3.83E-01,NM_001042683.1,NA,SHPRH,
11746517_a_at,4.18E-02,1.32E-02,-2.64,-3.682993,-2.55E-01,AK292997.1,NA,ZNF484,
11720108_at,4.19E-02,1.32E-02,-2.64,-3.683133,-2.06E-01,NM_020457.2,NA,THAP11,
11745754_x_at,4.19E-02,1.32E-02,-2.64,-3.683243,-3.10E-01,U41806.1,NA,SQSTM1,
11738725_at,4.19E-02,1.32E-02,-2.64,-3.683327,-1.34E-01,BC136948.1,NA,OR5B12,
11728810_a_at,4.19E-02,1.32E-02,2.64,-3.684559,9.49E-01,NM_024693.4,NA,ECHDC3,
11719094_x_at,4.19E-02,1.32E-02,-2.64,-3.684574,-4.68E-01,AK291576.1,NA,CYB5B,
11757819_s_at,4.19E-02,1.32E-02,2.64,-3.685136,2.53E-01,AI524198,NA,HELZ,
11719616_x_at,4.19E-02,1.32E-02,-2.64,-3.685643,-2.56E-01,AF505656.1,NA,ZNF12,
11732759_at,4.19E-02,1.32E-02,2.64,-3.685656,4.50E-01,NM_152687.2,NA,GAPT,
11747908_s_at,4.20E-02,1.32E-02,-2.64,-3.686044,-1.66E-01,AK302668.1,NA,CUL7,
11725597_a_at,4.20E-02,1.32E-02,-2.64,-3.686118,-1.11,AF186255.1,NA,SULT1C2,
11739646_a_at,4.20E-02,1.32E-02,-2.64,-3.686151,-2.94E-01,BQ000737,NA,TULP3,
11743193_a_at,4.20E-02,1.32E-02,2.64,-3.686205,2.82E-01,BX104771,NA,PARD6G,
11744192_at,4.20E-02,1.32E-02,-2.64,-3.686535,-2.38E-01,N57505,NA,CASKIN1,
11745855_s_at,4.20E-02,1.32E-02,-2.64,-3.687083,-3.65E-01,CK821117,NA,RNF145,
11740259_s_at,4.20E-02,1.32E-02,2.64,-3.687238,2.44E-01,NM_178509.5,NA,STXBP4,
11747287_a_at,4.20E-02,1.32E-02,-2.64,-3.687364,-3.54E-01,AK300254.1,NA,ZC3H18,
11755958_a_at,4.20E-02,1.32E-02,-2.64,-3.68773,-2.61E-01,AK000938.1,NA,ZNF691,
11720644_a_at,4.20E-02,1.32E-02,2.64,-3.688054,4.79E-01,AK290692.1,NA,PECAM1,
11722112_at,4.20E-02,1.32E-02,2.64,-3.688292,8.73E-01,AF284095.1,NA,ADRA2A,
11718696_x_at,4.21E-02,1.33E-02,-2.64,-3.688694,-2.64E-01,AY358965.1,NA,YIF1B,
11730575_at,4.21E-02,1.33E-02,-2.64,-3.688808,-3.34E-01,BC136762.1,NA,ZNF470,
11726856_at,4.21E-02,1.33E-02,2.64,-3.688908,6.43E-01,AF142099.1,NA,ADAMTS5,
11745019_a_at,4.21E-02,1.33E-02,-2.64,-3.689263,-1.97E-01,BC007257.1,NA,CBS /// CBSL,
11764275_s_at,4.21E-02,1.33E-02,-2.64,-3.689718,-2.63E-01,R36134,NA,SLC11A2,
11735159_x_at,4.21E-02,1.33E-02,-2.64,-3.68974,-2.10E-01,NM_145044.2,NA,ZNF501,
11718587_x_at,4.21E-02,1.33E-02,2.64,-3.689763,2.50E-01,AF450482.1,NA,SAP30BP,
11736505_at,4.21E-02,1.33E-02,-2.64,-3.689842,-1.29E-01,NM_001010874.4,NA,TECRL,
11751326_a_at,4.21E-02,1.33E-02,2.64,-3.689913,3.54E-01,AK300008.1,NA,RAB11A,
11717945_a_at,4.21E-02,1.33E-02,-2.64,-3.690855,-3.49E-01,AK054636.1,NA,FNBP4,
11733165_s_at,4.21E-02,1.33E-02,2.64,-3.69115,2.93E-01,NM_001024947.2,NA,YIPF5,
11754560_s_at,4.22E-02,1.33E-02,-2.64,-3.691525,-1.67E-01,AA399115,NA,POM121L8P,
11723468_at,4.22E-02,1.33E-02,-2.64,-3.691601,-5.45E-01,NM_014873.2,NA,LPGAT1,
11745137_a_at,4.22E-02,1.33E-02,2.64,-3.691656,7.25E-01,AF251515.2,NA,ZNF331,
11758436_s_at,4.22E-02,1.33E-02,2.64,-3.691979,3.52E-01,DB336004,NA,SEC62,
11748368_x_at,4.22E-02,1.33E-02,-2.64,-3.69209,-4.01E-01,AK296096.1,NA,POR,
11716278_s_at,4.22E-02,1.33E-02,-2.64,-3.692195,-1.80E-01,NM_001127322.1,NA,CBX5,
11733686_a_at,4.22E-02,1.33E-02,-2.64,-3.692555,-3.35E-01,NM_001142619.1,NA,STRA6,
11742612_s_at,4.22E-02,1.33E-02,-2.64,-3.692789,-1.66E-01,NM_001004463.1,NA,OR10G7 /// OR10G8,
11749070_x_at,4.22E-02,1.33E-02,-2.64,-3.693259,-1.94E-01,AK295348.1,NA,PAQR4,
11723535_at,4.22E-02,1.33E-02,2.64,-3.694004,5.63E-01,NM_006207.1,NA,PDGFRL,
11764061_s_at,4.23E-02,1.33E-02,2.64,-3.694312,2.06E-01,AA887183,NA,NDUFB3,
11720695_at,4.23E-02,1.33E-02,2.64,-3.694541,4.33E-01,NM_024579.2,NA,C1orf54,
11728826_s_at,4.23E-02,1.33E-02,-2.64,-3.694746,-9.24E-01,BC069216.1,NA,TRNP1,
11743387_at,4.23E-02,1.33E-02,-2.64,-3.694994,-2.84E-01,AK098567.1,NA,CCDC127,
11724274_s_at,4.23E-02,1.34E-02,2.64,-3.695657,4.06E-01,NM_001135648.1,NA,PTPRK,
11718348_a_at,4.24E-02,1.34E-02,-2.64,-3.696833,-2.55E-01,AV729076,NA,TUSC2,
11739867_a_at,4.24E-02,1.34E-02,-2.64,-3.697028,-1.90E-01,BC110518.2,NA,GPR107,
11755314_x_at,4.24E-02,1.34E-02,-2.64,-3.697369,-2.85E-01,BC143534.1,NA,VARS2,
11748090_a_at,4.24E-02,1.34E-02,2.64,-3.697386,2.08E-01,AK300446.1,NA,NPR1,
11722046_at,4.24E-02,1.34E-02,-2.64,-3.69776,-4.72E-01,NM_021925.2,NA,LDAH,
11755380_a_at,4.24E-02,1.34E-02,-2.64,-3.697903,-2.48E-01,AK058090.1,NA,WDR92,
11739690_a_at,4.24E-02,1.34E-02,2.64,-3.697942,2.54E-01,AK296742.1,NA,DCAF11,
11749056_a_at,4.24E-02,1.34E-02,2.64,-3.697979,1.95E-01,BC143428.1,NA,RCSD1,
11726984_a_at,4.24E-02,1.34E-02,-2.64,-3.698079,-3.46E-01,AB125137.1,NA,CCNC,
11748051_a_at,4.24E-02,1.34E-02,-2.64,-3.698936,-2.43E-01,BC040173.1,NA,DPH7,
11720398_a_at,4.24E-02,1.34E-02,-2.64,-3.699163,-4.92E-01,BC146797.1,NA,NBN,
11729599_a_at,4.25E-02,1.34E-02,2.64,-3.699618,1.03E-01,NM_198903.2,NA,GABRG2,
11750215_a_at,4.25E-02,1.34E-02,-2.64,-3.699737,-1.69E-01,AK297983.1,NA,SLC39A1,
11717011_a_at,4.25E-02,1.34E-02,2.64,-3.700208,1.75E-01,BC004443.1,NA,ATP6V1E1,
11757738_s_at,4.25E-02,1.34E-02,-2.64,-3.700314,-3.87E-01,BF792499,NA,FAT1,
11733113_a_at,4.25E-02,1.34E-02,-2.64,-3.700519,-3.21E-01,AK292971.1,NA,MANBAL,
11716854_s_at,4.25E-02,1.34E-02,-2.64,-3.700647,-4.04E-01,BU616819,NA,IMPAD1,
11757009_x_at,4.25E-02,1.34E-02,2.64,-3.700733,2.53E-01,AK311727.1,NA,LPCAT3,
11733531_a_at,4.25E-02,1.34E-02,2.64,-3.701203,2.04E-01,BC143284.1,NA,SLC35G1,
11746299_a_at,4.25E-02,1.34E-02,2.64,-3.701376,7.82E-01,AK303973.1,NA,CNTLN,
11747072_s_at,4.25E-02,1.34E-02,2.64,-3.701646,5.50E-01,AK298196.1,NA,TUBB6,
11719680_x_at,4.25E-02,1.34E-02,-2.63,-3.70205,-5.07E-01,NM_003842.4,NA,TNFRSF10B,
11724200_a_at,4.26E-02,1.35E-02,2.63,-3.702694,2.99E-01,NM_005609.2,NA,PYGM,
11722715_at,4.26E-02,1.35E-02,-2.63,-3.702725,-4.62E-01,NM_080836.2,NA,STK35,
11734674_a_at,4.26E-02,1.35E-02,-2.63,-3.702852,-2.60E-01,BC003658.2,NA,SAR1A,
11744495_a_at,4.26E-02,1.35E-02,-2.63,-3.702947,-2.36E-01,BC022856.1,NA,IFT46,
11727568_at,4.26E-02,1.35E-02,-2.63,-3.702975,-2.26E-01,BC015392.1,NA,OTULIN,
11760336_at,4.26E-02,1.35E-02,-2.63,-3.703816,-1.46E-01,BC110287.1,NA,KIF5C,
11715380_s_at,4.26E-02,1.35E-02,-2.63,-3.704281,-9.70E-01,NM_018407.4,NA,LAPTM4B,
11715746_a_at,4.27E-02,1.35E-02,2.63,-3.704856,3.96E-01,NM_182744.2,NA,MINOS1-NBL1 /// NBL1,
11741157_a_at,4.27E-02,1.35E-02,-2.63,-3.704957,-3.50E-01,BC108714.1,NA,MB21D1,
11740593_a_at,4.27E-02,1.35E-02,2.63,-3.705138,3.35E-01,BC074797.2,NA,HOXD4,
11759791_at,4.27E-02,1.35E-02,2.63,-3.706081,1.07,AL832009.2,NA,FILIP1,
11749405_a_at,4.27E-02,1.35E-02,-2.63,-3.706332,-1.48E-01,AK294151.1,NA,NCKIPSD,
11756445_x_at,4.27E-02,1.35E-02,-2.63,-3.706599,-2.47E-01,AI074013,NA,R3HDM4,
11762996_x_at,4.27E-02,1.35E-02,2.63,-3.706784,2.53E-01,AY375451.1,NA,YME1L1,
11749896_a_at,4.27E-02,1.35E-02,2.63,-3.707072,1.88E-01,AK303866.1,NA,FMOD,
11760250_at,4.28E-02,1.35E-02,-2.63,-3.708796,-1.74E-01,AK302524.1,NA,SDHA,
11729763_a_at,4.28E-02,1.35E-02,-2.63,-3.708893,-2.24E-01,NM_032881.1,NA,LSM10,
11758765_at,4.28E-02,1.36E-02,-2.63,-3.709455,-1.44E-01,BC096121.2,NA,HIST2H2BE,
11750219_a_at,4.28E-02,1.36E-02,-2.63,-3.709667,-1.48E-01,AK304505.1,NA,NUP43,
11733882_a_at,4.28E-02,1.36E-02,-2.63,-3.709776,-2.85E-01,AI632304,NA,TTF1,
11720318_a_at,4.28E-02,1.36E-02,-2.63,-3.709864,-2.50E-01,NM_004623.3,NA,MROH7-TTC4 /// TTC4,
11754609_x_at,4.29E-02,1.36E-02,-2.63,-3.710049,-1.07,BX377473,NA,STMN3,
11716764_a_at,4.29E-02,1.36E-02,-2.63,-3.710068,-2.15E-01,NM_001130969.1,NA,NSMF,
11761794_x_at,4.29E-02,1.36E-02,-2.63,-3.710124,-1.63E-01,BC065225.1,NA,FAM122C,
11728867_a_at,4.29E-02,1.36E-02,2.63,-3.710166,4.29E-01,NM_001018073.1,NA,PCK2,
11757490_s_at,4.29E-02,1.36E-02,2.63,-3.710365,3.00E-01,BG115618,NA,TSPYL1,
11763689_x_at,4.29E-02,1.36E-02,-2.63,-3.710543,-1.53E-01,AJ008116.1,NA,FMNL1,
11733821_a_at,4.29E-02,1.36E-02,2.63,-3.710733,1.57E-01,BC153866.1,NA,CHRNA2,
11729945_at,4.29E-02,1.36E-02,2.63,-3.710772,1.33E-01,BC062298.1,NA,STX1B,
11751780_a_at,4.29E-02,1.36E-02,2.63,-3.711318,4.31E-01,AK303370.1,NA,AGA,
11730970_at,4.29E-02,1.36E-02,-2.63,-3.711612,-2.73E-01,CR533485.1,NA,THAP2,
11748486_a_at,4.29E-02,1.36E-02,-2.63,-3.712104,-2.91E-01,AK316240.1,NA,AGPS,
11744894_at,4.29E-02,1.36E-02,2.63,-3.712201,1.68E-01,BC036222.1,NA,FAM20A,
11745416_x_at,4.29E-02,1.36E-02,-2.63,-3.712272,-2.53E-01,DQ067453.1,NA,DIAPH1,
11745358_a_at,4.29E-02,1.36E-02,-2.63,-3.712328,-1.42E-01,BC104834.1,NA,SAMD15,
11716519_s_at,4.29E-02,1.36E-02,2.63,-3.712526,2.62E-01,NM_020195.2,NA,SDR39U1,
11719930_a_at,4.29E-02,1.36E-02,-2.63,-3.712676,-3.93E-01,BU178739,NA,ARGLU1,
11761013_at,4.29E-02,1.36E-02,-2.63,-3.712855,-2.20E-01,AK300558.1,NA,PCNA,
11731628_a_at,4.29E-02,1.36E-02,-2.63,-3.712877,-2.87E-01,NM_001126111.1,NA,OSGIN2,
11729695_a_at,4.30E-02,1.36E-02,-2.63,-3.71321,-2.55E-01,NM_002461.1,NA,MVD,
11728763_x_at,4.30E-02,1.36E-02,2.63,-3.71321,5.55E-01,NM_024637.4,NA,GAL3ST4,
11730160_s_at,4.30E-02,1.36E-02,2.63,-3.713519,2.18E-01,NM_001134363.1,NA,RBM20,
11735289_a_at,4.30E-02,1.36E-02,-2.63,-3.714496,-1.49E-01,BC096319.3,NA,SLC6A5,
11748803_a_at,4.30E-02,1.36E-02,2.63,-3.714908,2.28E-01,AK295343.1,NA,RERG,
11758827_at,4.30E-02,1.36E-02,-2.63,-3.715078,-2.55E-01,BX110564,NA,INTS3 /// SLC27A3,
11737234_s_at,4.30E-02,1.36E-02,2.63,-3.715526,4.81E-01,NM_004505.2,NA,USP6,
11728588_at,4.31E-02,1.37E-02,-2.63,-3.715665,-3.20E-01,NM_024789.3,NA,MFSD13A,
11744145_at,4.31E-02,1.37E-02,2.63,-3.716223,2.15E-01,CR593496.1,NA,MUL1,
11715875_a_at,4.31E-02,1.37E-02,-2.63,-3.716607,-3.20E-01,NM_053041.2,NA,COMMD7,
11759239_at,4.31E-02,1.37E-02,2.63,-3.716839,2.21E-01,L15309.1,NA,ZNF141,
11753555_a_at,4.31E-02,1.37E-02,2.63,-3.716932,8.50E-01,BT019643.1,NA,CD53,
11750406_x_at,4.31E-02,1.37E-02,-2.63,-3.717136,-1.41E-01,AF533711.1,NA,DPY19L3,
11729835_at,4.31E-02,1.37E-02,-2.63,-3.717874,-3.53E-01,NM_020390.5,NA,EIF5A2,
11738982_at,4.31E-02,1.37E-02,2.63,-3.717931,1.63E-01,BX378810,NA,CD4,
11723220_at,4.31E-02,1.37E-02,-2.63,-3.718161,-1.19E-01,X14905.1,NA,IAPP,
11722846_at,4.31E-02,1.37E-02,-2.63,-3.71829,-2.56E-01,NM_017811.3,NA,UBE2R2,
11741103_a_at,4.31E-02,1.37E-02,2.63,-3.718339,2.53E-01,BC007564.2,NA,ANXA11,
11730548_a_at,4.31E-02,1.37E-02,-2.63,-3.718356,-4.90E-01,NM_001013258.1,NA,ZNF789,
11728070_at,4.31E-02,1.37E-02,2.63,-3.71849,1.91E-01,NM_198560.2,NA,LHFPL4,
11758749_at,4.32E-02,1.37E-02,-2.63,-3.718689,-1.33E-01,NM_173852.3,NA,KRTCAP2,
11751571_x_at,4.32E-02,1.37E-02,2.63,-3.718707,2.53E-01,AK300710.1,NA,SGCA,
11758841_s_at,4.32E-02,1.37E-02,2.63,-3.719064,3.71E-01,AF237771.1,NA,PARVA,
11736516_a_at,4.32E-02,1.37E-02,-2.63,-3.719255,-2.57E-01,NM_032861.3,NA,SERAC1,
11733892_a_at,4.32E-02,1.37E-02,-2.63,-3.719377,-4.73E-01,BC005206.1,NA,FKBP14,
11753170_a_at,4.32E-02,1.37E-02,2.63,-3.719547,1.69E-01,X66171.1,NA,CD300C,
11737534_s_at,4.32E-02,1.37E-02,2.63,-3.720095,5.27E-01,NM_014430.2,NA,CIDEB,
11749369_a_at,4.32E-02,1.37E-02,-2.63,-3.720273,-3.52E-01,AK298036.1,NA,VAPB,
11743517_a_at,4.32E-02,1.37E-02,2.63,-3.720301,4.38E-01,BX344848,NA,NNT,
11732082_s_at,4.32E-02,1.37E-02,-2.63,-3.720611,-2.22E-01,AK304159.1,NA,STOML3,
11718322_at,4.32E-02,1.37E-02,2.63,-3.720733,3.10E-01,NM_012287.4,NA,ACAP2,
11745977_a_at,4.32E-02,1.37E-02,-2.63,-3.720786,-2.12E-01,BC067361.1,NA,SOX12,
11733663_a_at,4.32E-02,1.37E-02,-2.63,-3.720788,-4.27E-01,NM_199357.1,NA,ARHGAP11A,
11722556_at,4.32E-02,1.37E-02,2.63,-3.720846,3.43E-01,BC050273.1,NA,TMEM35,
11720505_a_at,4.32E-02,1.37E-02,2.63,-3.720918,4.32E-01,AA702530,NA,RAB6B,
11719544_a_at,4.32E-02,1.37E-02,-2.63,-3.721179,-7.34E-01,NM_013404.3,NA,MSLN,
11717718_at,4.32E-02,1.37E-02,-2.63,-3.721484,-3.10E-01,NM_022763.3,NA,FNDC3B,
11720923_a_at,4.33E-02,1.37E-02,-2.63,-3.7217,-1.46E-01,AK290875.1,NA,HCP5,
11739470_at,4.33E-02,1.37E-02,2.63,-3.721922,3.43E-01,AK074243.1,NA,TMEM87B,
11740974_a_at,4.33E-02,1.37E-02,2.63,-3.722266,2.24E-01,AK291604.1,NA,CYFIP1,
11734926_a_at,4.33E-02,1.38E-02,2.63,-3.722368,1.79E-01,BC103982.1,NA,ZDHHC15,
11739454_x_at,4.33E-02,1.38E-02,2.63,-3.722802,1.42E-01,AY358145.1,NA,C1QTNF9,
11729792_at,4.33E-02,1.38E-02,-2.63,-3.722896,-3.41E-01,AF027156.1,NA,MAN1A2,
11715765_a_at,4.33E-02,1.38E-02,2.63,-3.72292,3.10E-01,BM811197,NA,DUSP1,
11743649_a_at,4.33E-02,1.38E-02,2.63,-3.723034,3.20E-01,BG775713,NA,DCAF6,
11756189_x_at,4.33E-02,1.38E-02,-2.62,-3.723627,-1.85E-01,AA534378,NA,SAMD10,
11735769_at,4.33E-02,1.38E-02,-2.62,-3.723685,-3.00E-01,NM_178561.4,NA,CTAGE15 /// CTAGE6,
11764082_at,4.33E-02,1.38E-02,-2.62,-3.724048,-1.81E-01,BX095942,NA,TNPO1,
11719220_a_at,4.33E-02,1.38E-02,-2.62,-3.724281,-2.33E-01,NM_054035.2,NA,UNC119,
11717837_x_at,4.33E-02,1.38E-02,2.62,-3.72435,7.76E-01,NM_001623.3,NA,AIF1,
11748355_a_at,4.33E-02,1.38E-02,-2.62,-3.724482,-6.26E-01,AK303603.1,NA,SLC16A1,
11730646_a_at,4.33E-02,1.38E-02,-2.62,-3.724497,-1.45E-01,NM_004826.2,NA,ECEL1,
11724877_a_at,4.33E-02,1.38E-02,-2.62,-3.724561,-2.87E-01,AI743083,NA,AEBP2,
11757512_a_at,4.34E-02,1.38E-02,2.62,-3.7248,1.67E-01,BQ184424,NA,ADI1,
11741790_x_at,4.34E-02,1.38E-02,-2.62,-3.725622,-2.60E-01,AF412032.1,NA,ABHD11,
11744077_at,4.34E-02,1.38E-02,-2.62,-3.725855,-3.20E-01,BX359766,NA,ARPC1B,
11739936_a_at,4.34E-02,1.38E-02,-2.62,-3.726124,-2.38E-01,NM_001003681.1,NA,HMGXB4,
11754563_a_at,4.34E-02,1.38E-02,2.62,-3.726228,5.45E-01,BU633177,NA,CCBE1,
11725586_a_at,4.34E-02,1.38E-02,-2.62,-3.726367,-1.48E-01,BC104989.1,NA,RAB36,
11724646_at,4.34E-02,1.38E-02,-2.62,-3.726521,-3.56E-01,BC065272.1,NA,VANGL1,
11737510_at,4.34E-02,1.38E-02,-2.62,-3.726604,-2.33E-01,NM_020394.3,NA,ZNF695,
11752187_a_at,4.34E-02,1.38E-02,2.62,-3.72677,5.61E-01,AY357337.1,NA,NAPEPLD,
11754458_a_at,4.34E-02,1.38E-02,2.62,-3.726975,1.78E-01,BI839130,NA,ACRBP,
11722557_at,4.34E-02,1.38E-02,2.62,-3.726991,7.80E-01,NM_021637.2,NA,TMEM35,
11731725_x_at,4.34E-02,1.38E-02,-2.62,-3.727016,-2.87E-01,BC007317.2,NA,B4GALT7,
11724585_a_at,4.35E-02,1.39E-02,2.62,-3.729217,7.43E-01,BC058917.1,NA,SYT1,
11735095_at,4.35E-02,1.39E-02,2.62,-3.729432,3.83E-01,NM_000230.2,NA,LEP,
11725990_a_at,4.35E-02,1.39E-02,2.62,-3.729652,2.21E-01,AK296643.1,NA,MARK3,
11758654_s_at,4.36E-02,1.39E-02,-2.62,-3.730251,-3.15E-01,AA854077,NA,BLOC1S5 /// EEF1E1-BLOC1S5,
11728191_x_at,4.36E-02,1.39E-02,2.62,-3.730683,6.60E-01,NM_001008540.1,NA,CXCR4,
11734922_x_at,4.36E-02,1.39E-02,2.62,-3.731305,3.63E-01,NM_001113525.1,NA,ZNF276,
